Filename,Warm,Cool,Bright,Mid,Dark,Red,Orange,Brown,Gold,Yellow,Lime,Green,Mint,SeaBlue,Sky,Blue,Purple,Pink,Black,White,Grey
landscape (10006).jpg,0.546403446647781,0.4535965533522191,0.5923967186024551,0.3857695939565628,0.021833687440982057,0.008204084041548631,0.3228877478753541,0.06496813031161473,0.1127148253068933,0.037066218130311614,0.0005459159584513692,3.895184135977337e-05,5.901794145420208e-07,0.0,8.852691218130311e-06,0.00022249763928234182,5.901794145420208e-07,1.6525023607176583e-05,0.007970963172804532,0.33052703021718605,0.11482707743153919
landscape (10007).jpg,0.4878056720020325,0.5121943279979675,0.16897865853658536,0.5671303353658537,0.263891006097561,0.05589430894308943,0.18314119664634146,0.030124174288617887,0.06741139481707317,0.08771992505081301,0.0520190231199187,0.013363821138211381,2.699441056910569e-05,2.302464430894309e-05,9.36864837398374e-05,0.028793508638211382,0.00951314786585366,0.011495649136178862,0.13424399771341464,0.019018356199186993,0.30711779090447155
landscape (10008).jpg,0.5216399915352401,0.47836000846475984,0.3410950169295197,0.5643394145950281,0.0945655684754522,0.00461078811369509,0.022690568475452196,0.051049741602067183,0.19142246948231312,0.15765921545041434,0.09395521473759244,0.0414227479283614,0.01790603002762185,0.00592338278535151,0.010529994208322195,0.02016088612670409,3.3970417891829276e-05,0.0002519936737057828,0.04798293682616056,0.10854356009979506,0.22585650004455138
landscape (10009).jpg,0.636017325765679,0.3639826742343209,0.1317805653221968,0.5662707125297904,0.3019487221480128,0.10783907304765268,0.3823422538166669,0.05100148589424049,0.05867320391893944,0.027547899191202686,0.007632480863354027,0.0014978359852536511,0.00013135919232862316,0.00024907067636336343,0.0053260181616878125,0.006586725215335248,5.117890610206098e-06,0.0009809290336228354,0.11297572925676287,0.03712517848643503,0.20008563936954413
landscape (1001).jpg,0.12280472440944881,0.8771952755905512,0.2387763779527559,0.5665748031496063,0.1946488188976378,0.0018598425196850394,0.00035433070866141734,0.00010236220472440944,0.0008110236220472441,0.04486456692913386,0.07479370078740158,0.013064566929133858,0.00015590551181102362,0.0001984251968503937,0.007718110236220472,0.3192094488188976,2.204724409448819e-05,1.889763779527559e-05,0.03438110236220472,0.06740944881889764,0.43503622047244095
landscape (10010).jpg,0.0,1.0,0.49723182320683257,0.13550328726680264,0.3672648895263648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2889873117973797,0.4335368537010962,0.27747583450152413
landscape (10011).jpg,0.06787100346755696,0.9321289965324431,0.7958853933074349,0.19960403287209863,0.004510573820466456,0.007883311066503702,0.030711157340989708,0.010994345900422232,0.012949528414149756,0.004875629721429161,0.00036126311238127384,2.1808534343226508e-05,9.481971453576742e-07,6.6373800175037195e-06,0.008314740767641444,0.009833752594504438,0.00010904267171613254,9.576791168112509e-05,0.0027829586216247737,0.5220451095309933,0.3890139982344569
landscape (10012).jpg,0.4371628326567433,0.5628371673432566,0.45162381596752366,0.4861637347767253,0.062212449255751014,0.00010599909788001804,0.006217861975642761,0.00857916102841678,0.03342580063148399,0.1890978800180424,0.1997361299052774,0.15517816869643664,0.011745602165087956,0.0031889941362201173,0.0012133513757329724,0.00010374379792512404,0.0,0.0,0.020322507893549842,0.260681100586378,0.11040369869192602
landscape (10013).jpg,0.807432861328125,0.192567138671875,0.638978271484375,0.311785888671875,0.04923583984375,0.0158447265625,0.202705078125,0.0407421875,0.46726318359375,0.071142578125,0.009312744140625,0.00472412109375,0.0,1.220703125e-06,1.46484375e-05,0.00015625,0.000152587890625,0.00042236328125,0.023275146484375,0.087315673828125,0.076927490234375
landscape (10014).jpg,0.049626521776406037,0.950373478223594,0.8556428969478738,0.09461269718792867,0.04974440586419753,0.03410467035322359,0.01120434670781893,5.626286008230453e-05,0.0008626971879286694,2.545224622770919e-05,1.071673525377229e-05,1.6075102880658438e-05,5.224408436213992e-05,0.00020361796982167353,0.0031721536351165982,0.10239840534979423,0.003421317729766804,0.003362375685871056,0.02820778677983539,0.6872843257030178,0.12561755186899862
landscape (10015).jpg,0.3571137440758294,0.6428862559241706,0.3423933649289099,0.34137598736176933,0.3162306477093207,0.10417535545023697,0.08685466034755135,0.015074249605055292,0.030390205371248025,0.02390521327014218,0.0027709320695102685,0.00013428120063191154,9.47867298578199e-06,6.3191153238546605e-06,0.001646129541864139,0.04279462875197473,0.007747235387045814,0.0939431279620853,0.22833807266982623,0.15514060031595578,0.2070695102685624
landscape (10016).jpg,0.4800104811267929,0.5199895188732071,0.38358411463194014,0.37576050984220877,0.24065537552585106,0.02267665364901147,0.17548663656333902,0.03262205846458671,0.09547875777110942,0.06844588579879109,0.08416129449094746,0.05597756249192379,0.0023856229091587817,0.0014438470042642392,0.030358027394506742,0.11500748395526138,0.0010288195092535428,0.0011391943890077388,0.1273972885468564,0.11011599233298396,0.07627487472899826
landscape (10017).jpg,0.2261550151975684,0.7738449848024316,0.3057370820668693,0.5705148176291793,0.12374810030395136,0.07740691489361702,0.017093465045592705,0.0040463525835866265,0.0065596504559270515,0.026496960486322187,0.06845744680851064,0.13741831306990882,0.005408434650455927,0.005649696048632219,0.10936170212765957,0.09690729483282674,0.010121580547112463,0.026094224924012158,0.017608282674772036,0.19453077507598784,0.19683890577507598
landscape (10018).jpg,0.9264782728272827,0.07352172717271727,0.6842959295929593,0.3049436193619362,0.010760451045104511,0.02563256325632563,0.3736936193619362,0.0022964796479647965,0.429723597359736,0.08803630363036304,0.0,0.0,0.0,0.0,0.0,0.0035066006600660065,0.003025302530253025,0.007095709570957095,0.0014095159515951595,0.04910616061606161,0.016474147414741475
landscape (10019).jpg,0.5019560906515581,0.49804390934844195,0.1353186968838527,0.5329447592067988,0.3317365439093484,0.07870254957507082,0.07598441926345609,0.012423512747875355,0.029413597733711046,0.09090934844192634,0.20003541076487252,0.10321954674220964,0.0023186968838526914,0.0012875354107648724,0.0032053824362606232,0.015492917847025495,0.0014504249291784703,0.014487252124645892,0.13907082152974504,0.06010056657223796,0.17189801699716714
landscape (1002).jpg,0.29071463970661116,0.7092853602933888,0.0212042818911686,0.30919615422737634,0.669599563881455,0.19134205570423232,0.0804747745068887,0.00928833382892259,0.008571711765288929,0.0007314897413024086,9.91178511249876e-07,0.0,0.0,1.6850034691247894e-05,0.0008117752007136485,0.002045792447219744,4.7576568539994055e-05,0.00030528298146496186,0.3251670135791456,0.0045574387947269306,0.37663891366835167
landscape (10020).jpg,0.2175443137018869,0.7824556862981131,0.15796864184898732,0.3460316791557575,0.49599967899525516,0.002030605796141924,0.10240532867876453,0.008347076348972284,0.03700387211973477,0.03671251015679076,0.031044619659534343,0.016267768114197438,0.001316269924864827,0.0002219446868699028,0.01435367700903829,0.135197468075075,0.0,3.009419482981733e-07,0.3033528444029813,0.020755013191288734,0.2909907008937976
landscape (10021).jpg,0.6897514693233945,0.3102485306766055,0.1497491399082569,0.5568547520068807,0.2933961080848624,0.0,0.001980002866972477,0.015901842029816513,0.07542825401376146,0.360546875,0.23589449541284405,0.14397308629587155,2.239822247706422e-05,1.7918577981651377e-06,0.0,0.0,0.0,0.0,0.11454182196100918,0.003605217889908257,0.048104214449541285
landscape (10022).jpg,0.5149980153854877,0.48500198461451227,0.14017285047347233,0.7432641238399456,0.11656302568658211,0.05663239268905816,0.18216634849830834,0.06780529986580226,0.10885846863364015,0.06053310526017351,0.029230536601961933,0.010542083278205152,0.0003425822669968057,0.0001417581794469541,0.0009946698924527945,0.1309278545372068,0.002887141588069632,0.009771863836543368,0.05794838112159072,0.010081369195002552,0.27113614455554086
landscape (10023).jpg,0.39228460451977404,0.607715395480226,0.5596663135593221,0.3430202448210923,0.09731344161958569,0.0004472693032015066,0.07316678436911488,0.05266890301318267,0.09498293314500941,0.11758474576271187,0.0534310263653484,0.008562853107344632,7.356403013182674e-05,2.9425612052730696e-05,0.006126412429378531,0.0022510593220338984,0.0,2.9425612052730696e-06,0.013700564971751412,0.36445974576271184,0.2125117702448211
landscape (10024).jpg,0.5062861952861953,0.4937138047138047,0.3378114478114478,0.23613804713804715,0.42605050505050507,0.04777104377104377,0.3818787878787879,0.0075505050505050506,0.05746801346801347,0.011548821548821548,6.0606060606060605e-05,0.0,0.0,0.0,0.0,0.00020875420875420876,0.00134006734006734,8.417508417508417e-06,0.32692255892255895,0.015011784511784513,0.15023063973063974
landscape (10025).jpg,0.8170620932189971,0.18293790678100286,0.5789194729868247,0.3856446411160279,0.035435885897147426,0.19712659483153747,0.5377584439610991,0.02069218397126595,0.020977191096444078,0.012048634549197064,0.006903505920981358,0.0039017642107719358,2.8334041684375444e-05,3.000075001875047e-05,7.500187504687617e-05,0.007601856713084494,0.005625140628515713,0.02155553888847221,0.003921764710784436,0.11455953065493304,0.04719451319616324
landscape (10026).jpg,0.4503929503916449,0.549607049608355,0.3063524804177546,0.530710182767624,0.16293733681462141,0.0010483028720626633,0.002069190600522193,0.0019386422976501306,0.02651827676240209,0.1734360313315927,0.24534986945169712,0.12273890339425587,0.00016971279373368146,6.266318537859008e-05,0.00010313315926892951,7.963446475195822e-05,5.221932114882507e-06,3.2637075718015665e-05,0.06286422976501306,0.22433289817232377,0.13925065274151435
landscape (10027).jpg,0.013857607607607608,0.9861423923923924,0.8930516453953954,0.09798235735735736,0.008965997247247247,0.013240584334334334,0.00033783783783783786,7.820320320320321e-07,0.00010948448448448448,0.0,0.0,0.0,3.1281281281281283e-06,4.613988988988989e-05,0.008024430680680681,0.3382523148148148,0.0002267892892892893,0.00016891891891891893,0.0012520332832832834,0.41077092717717717,0.22756662912912912
landscape (10028).jpg,0.4531282608695652,0.5468717391304347,0.40585,0.44091521739130435,0.15323478260869566,0.0016065217391304349,0.0425695652173913,0.02197391304347826,0.060373913043478264,0.19141521739130435,0.13518695652173912,0.03363913043478261,8.043478260869566e-05,3.91304347826087e-05,3.260869565217391e-05,2.391304347826087e-05,0.0,2.1739130434782607e-06,0.06986956521739131,0.3687673913043478,0.0744195652173913
landscape (10029).jpg,0.5045892104409857,0.49541078955901424,0.5128120946822309,0.3937429069390402,0.09344499837872892,0.02181724221789883,0.3695829280155642,0.020011551556420232,0.05218972924773022,0.03704807068741894,0.003935635538261997,2.4319066147859924e-05,1.4186121919584955e-05,5.0664721141374836e-06,0.0,0.0,0.0,4.053177691309987e-06,0.0187611462386511,0.4462943822957198,0.030311689364461738
landscape (1003).jpg,0.10679919331604724,0.8932008066839527,0.2110669355613176,0.4352059925093633,0.3537270719293191,0.0048881206184576975,0.011769903005858062,0.013538845673677134,0.023534043983482186,0.03411888984922693,0.01881686353596466,0.02086622491116873,0.009574570248727552,0.014768078363583981,0.13450878709305675,0.23501200422548738,0.00035532507442619804,0.00013252664938058197,0.11923172956880822,0.18052626524536636,0.17835782195332758
landscape (10030).jpg,0.21625077097039475,0.7837492290296053,0.19749370374177633,0.3601724725020559,0.44233382375616775,0.003307944849917763,0.022808677271792765,0.009939896432976974,0.019740054481907895,0.03751011898643092,0.12186070492393092,0.26739662571957235,0.0017017565275493421,0.0008705540707236842,0.0035448576274671054,0.039570858604029605,0.0009733501233552632,0.0010833740234375,0.23630644145764804,0.10655051783511513,0.12683426706414475
landscape (10031).jpg,0.08973800756369427,0.9102619924363057,0.29866142515923566,0.47236141520700636,0.22897715963375795,0.005754876592356688,0.020092306926751593,0.0072265625,0.030035828025477707,0.0201843650477707,0.005987509952229299,0.002047671178343949,9.081409235668789e-05,0.00011071855095541402,0.0010947452229299363,0.6000348328025478,0.000501343550955414,0.00045655851910828026,0.1738592257165605,0.05857384554140127,0.07394879578025478
landscape (10032).jpg,0.4370145221209051,0.5629854778790949,0.4212597095575819,0.2735359675785208,0.3052043228638973,0.09326578858493752,0.27843633907463694,0.001850726106045255,0.0261870989530564,0.020131712259371833,0.010449172576832151,0.0033063154339750085,0.0007868963188112124,0.0012630867950016887,0.030310705842620737,0.1312968591691996,0.0035123269165822355,0.006693684566024992,0.19026680175616345,0.10017223910840932,0.10207024653833165
landscape (10033).jpg,0.22063581542309532,0.7793641845769047,0.0,0.13390873476425752,0.8660912652357424,0.05782594896233521,0.13208968303971122,0.0009474227732011994,0.020464331901145907,0.008294686379376501,0.0006205619164467856,0.00026054126263032985,1.4211341598017991e-05,5.2108252526065966e-05,0.0001468505298461859,0.0010942733030473854,4.7371138660059974e-05,0.00039318045087849776,0.2608823348286823,0.0,0.5168664939199143
landscape (10034).jpg,0.23944761129207384,0.7605523887079262,0.16836319218241041,0.6224823561346363,0.20915445168295332,0.06473941368078176,0.0187228555917481,0.00010857763300760044,0.000244299674267101,1.3572204125950055e-05,0.00013572204125950055,0.01646986970684039,0.020765472312703582,0.022210912052117265,0.05065825190010858,0.13880971769815417,0.17227877307274703,0.1554831704668838,0.04113056460369164,0.10626357220412595,0.19196525515743756
landscape (10035).jpg,0.4192579973383281,0.580742002661672,0.08600527405362776,0.23058042315654576,0.6834143027898265,0.23397836775433753,0.09259244997042587,0.011577810774842271,0.036868315013801264,0.01989399521884858,0.00443534971411672,0.0030074736297318614,0.0007832524152208202,0.0010166108044164038,0.01341079086159306,0.12268567010055205,0.008257652306782335,0.019911708891955836,0.3481868900335173,0.00010397155954258675,0.08328969095031545
landscape (10036).jpg,0.7371693640831609,0.2628306359168391,0.15448735814721407,0.7735329728688476,0.07197966898393836,0.0004574630292592049,0.30329176957120046,0.2368632385000036,0.12643430244661572,0.06606662563757203,0.0040550548261704955,2.6543776565106387e-06,0.0,3.033574464583587e-07,3.4051873364950764e-05,0.0010087393488356572,3.033574464583587e-07,9.10072339375076e-07,0.01840848824470935,0.01080862581731132,0.2325674695400684
landscape (10037).jpg,0.382520325203252,0.6174796747967479,0.3579170731707317,0.47116260162601625,0.17092032520325204,0.00276260162601626,0.016817886178861787,0.008056910569105692,0.03188292682926829,0.11366829268292683,0.2081089430894309,0.10021138211382113,0.0042504065040650406,0.006172357723577236,0.02547479674796748,0.005770731707317073,0.0007154471544715447,0.0012227642276422764,0.08557723577235772,0.07534308943089431,0.31396422764227644
landscape (10038).jpg,0.32605624450468934,0.6739437554953107,0.049116628810082066,0.8805823197538101,0.07030105143610786,0.00026904125146541617,0.07920002014947244,0.07668591551875732,0.08390652476553341,0.0637215617672919,0.022272036195779603,0.010822327447245018,0.07871002161488863,0.054025773007034,0.020873021688159438,0.0001053267878077374,0.0,1.1448563892145368e-06,0.009190907092614303,0.012981526597303634,0.4872348512602579
landscape (10039).jpg,0.8866643325943365,0.11333566740566348,0.5789778011563305,0.3453072757044444,0.07571492313922515,0.012373420552736322,0.735764854128991,0.02527985697470558,0.08042449096322474,0.019404577013700096,0.013387436902969738,0.009177784246600606,0.00019841506274852715,0.00016304459875045798,0.0012939537123571728,0.0014144402661901679,7.56587465199341e-07,2.9696058009074132e-05,0.042192991465504245,0.022379857220596506,0.036514424245450594
landscape (1004).jpg,0.5652202727802004,0.4347797272197996,0.3039897753564951,0.5235364783535874,0.17247374628991746,0.00022818370801881173,0.036309732538493414,0.019201407356575634,0.06721646077001935,0.19789232077931448,0.24436461743155746,0.13660192513225428,0.03668933962628206,0.03862974005513321,0.09376001449637675,0.000687067856130172,8.389106912456314e-07,7.550196221210682e-06,0.06976800763744294,0.017742961119845104,0.04089983238564389
landscape (10040).jpg,0.29988027370878817,0.7001197262912119,0.5905680394713296,0.4086373358556808,0.0007946246729895783,0.060578946919923986,0.012362485193990677,0.00024073079905582398,0.05652273947388604,0.0912604068137468,0.03593493025197911,0.21387333725319768,0.020351339144958288,0.029002735383592812,0.031197007268791915,0.20568209900213888,0.0001597770790193522,0.042980034256205744,0.0002066450221983622,0.11117289158166527,0.08847389455564929
landscape (10041).jpg,0.29964979582271944,0.7003502041772806,0.4775326878930033,0.4908951253487938,0.03157218675820289,0.0014511558473682613,0.05246292913030459,0.03441114057204355,0.048543419676527644,0.08809349193054934,0.07468765866592604,0.034484913447059284,0.008253014923818658,0.005109422531971862,0.02048542551760351,0.006832236142633345,0.0,0.0,0.008601917226834233,0.37701237214509825,0.23957090224226144
landscape (10042).jpg,0.8415002644490723,0.1584997355509277,0.7728556603907235,0.21513699406406278,0.012007345545213708,0.010238547230132082,0.2483162031724444,0.022522442753859305,0.48954924419510676,0.06910945594325678,0.0017558119767095925,8.972379238858902e-05,0.0,0.0,0.0,0.0,0.0,8.559177563385137e-06,0.0,0.13589111073332671,0.022518901025212385
landscape (10043).jpg,0.37367515904680637,0.6263248409531936,0.5919687540152936,0.26210518339389904,0.1459260625908074,0.0010147367450012684,0.0329361144148626,0.02430426288270895,0.17564994217977314,0.054469618847746655,0.08530048397671376,0.026089935985925468,0.00041017767776836987,6.589199642865379e-06,7.907039571438455e-05,1.1531099375014414e-05,0.0,0.0,0.07362442220955631,0.31657809684146715,0.20952501754374406
landscape (10044).jpg,0.5801989077042399,0.41980109229576007,0.048815602378490176,0.7636690473112719,0.18751535031023786,0.15893953593588417,0.3716730222337125,0.027246800672182006,0.012166332730093071,0.002174088676318511,0.00020601732161323682,9.69493278179938e-06,0.0,0.0,8.079110651499483e-07,0.038841132368148915,0.0006164361427094105,0.007793110134436401,0.0234795113753878,0.0022072130299896587,0.35464629653567736
landscape (10045).jpg,0.2635357815442561,0.7364642184557438,0.3014988279841327,0.5591296196124,0.1393715524034673,0.04980074060717768,0.09593225347597868,0.017442250671154385,0.042938103538085505,0.03429774211644028,0.015312754604586556,0.004559842929839323,0.000693526198394572,0.0006066267313111886,0.0034728065606175955,0.007162987004314087,0.0014922333079563515,0.007811936530833033,0.022715654258658225,0.1309928911060357,0.5647676503586169
landscape (10046).jpg,0.38705139247774906,0.6129486075222509,0.6026523385696513,0.23964289132247787,0.15770477010787087,0.05484735381376208,0.09079884609600372,0.015505243153821966,0.06012605444129992,0.10475096728326702,0.06097234185089482,0.0021615192157827816,5.4687393188685175e-06,4.101554489151389e-06,2.7343696594342588e-05,0.017296255280751405,2.8710881424059718e-05,5.058583869953379e-05,0.07525532176694967,0.4926664205733973,0.025503465813543333
landscape (10047).jpg,0.16173573369565217,0.8382642663043478,0.5604732789855073,0.301467674365942,0.13805904664855073,0.08606487771739131,0.03306725543478261,0.00012737771739130434,0.016368036684782608,0.00120018115942029,2.8306159420289855e-06,0.0,0.0,1.4153079710144928e-06,0.0003566576086956522,0.27080644248188407,0.012325917119565218,0.02490517436594203,0.08397871376811594,0.44075662364130436,0.030038496376811594
landscape (10048).jpg,0.3285786802030457,0.6714213197969543,0.12151903553299492,0.6472906091370558,0.23119035532994925,0.060011421319796955,0.21213959390862944,0.02323984771573604,0.026605329949238577,0.004794416243654822,0.0007474619289340102,3.4263959390862944e-05,1.2690355329949238e-06,1.2690355329949238e-06,0.0012119289340101523,0.022298223350253808,3.8071065989847716e-05,0.0010406091370558377,0.08631979695431471,0.018725888324873097,0.5427906091370558
landscape (10049).jpg,0.5248070671728827,0.4751929328271173,0.2185414030124817,0.5525893942777736,0.22886920270974465,0.10925829425047769,0.33734832129829523,0.013263356410829054,0.05385989726792228,0.004255688726767413,0.004372316930941214,0.010161542470036478,0.0028958534951239487,0.004665128166952034,0.03462368793270305,0.06527209111888632,0.001027320777190501,0.002449192287649818,0.15159433236556738,0.08523536564182733,0.11971761085883025
landscape (1005).jpg,0.4062700312174818,0.5937299687825182,0.13265140478668055,0.7852648283038501,0.08208376690946931,0.057826742976066596,0.06792403746097815,0.01390738813735692,0.02963397502601457,0.06612747138397503,0.11626144640998959,0.3183126951092612,0.037463839750260144,0.011499739854318418,0.01714360041623309,0.05451404786680541,0.015988813735691988,0.054588969823100936,0.013904006243496358,0.009204214360041624,0.11569901144640998
landscape (10050).jpg,0.11690269093684147,0.8830973090631585,0.6010458491236894,0.34409129933311944,0.05486285154319114,0.008718878183726032,0.06628740905188486,0.012286559191071258,0.01560448518380408,0.004082800724983306,0.009372750687259892,0.010996158282240511,0.00492919271894756,0.006001057989992455,0.03666022044348859,0.17570959041912013,0.0003503507843868428,0.0005498079141120256,0.03465003945782349,0.35722598492797863,0.2565747140391803
landscape (10051).jpg,0.9709841557009795,0.02901584429902051,0.40562960240844653,0.5708230272363641,0.023547370355189327,0.04732371273904256,0.847014176478071,0.0032056084012946815,0.07229014430891437,0.0010332009441562664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001173128295006431,0.005028904185099857,0.013678958601291855,0.010307981512628796
landscape (10052).jpg,0.21186116536458333,0.7881388346354167,0.48049479166666664,0.46514567057291667,0.05435953776041667,0.00942138671875,0.0229833984375,0.0023307291666666667,0.08508544921875,0.072451171875,0.01849853515625,0.020125325520833334,0.004261067708333333,0.0033601888020833334,0.0170751953125,0.09541666666666666,0.0006510416666666666,0.0010904947916666667,0.025083821614583335,0.06855794270833333,0.5536075846354167
landscape (10053).jpg,9.38244213930719e-05,0.999906175578607,0.6867920050554805,0.30992965927937327,0.0032783356651461593,8.278625417035756e-06,0.0,0.0,1.9316792639750096e-05,5.243129430789312e-05,1.3797709028392925e-05,1.655725083407151e-05,0.0008223434580922184,0.011361033613978735,0.36369105273760344,0.14019576189569483,5.51908361135717e-06,0.0,6.622900333628605e-05,0.22928205000841662,0.25446562852703936
landscape (10054).jpg,0.6704527152696875,0.32954728473031253,0.4994861732785579,0.42949537065424,0.07101845606720215,0.007729065751016821,0.5018881190344799,0.03920943446358861,0.11100782798863613,0.007859055327324381,0.0026823635211641835,0.002213910519753919,0.0011551903856766204,0.0021337911582561776,0.018967032517832688,0.007770760520775849,5.6410570850450674e-05,7.684918347742555e-05,0.038385349602468984,0.06185541725427678,0.19700942220042103
landscape (10055).jpg,0.16461298268312102,0.835387017316879,0.2706415455812102,0.5676012950338376,0.16175715938495222,0.002348104100318471,0.011269344645700638,0.009023095392117835,0.01878483280254777,0.033710844197850316,0.08904601662022293,0.18715555956409236,0.009243132961783439,0.0052676838674363055,0.016983323795780256,0.0439025490147293,0.0003879814390923567,0.00043074492436305734,0.03900574119227707,0.1065121790406051,0.4269288664410828
landscape (10056).jpg,0.4266747425802544,0.5733252574197456,0.12879813100285542,0.35677424937267455,0.51442761962447,0.015550748464134291,0.10358743618586139,0.013865189928182054,0.06353205849268842,0.09818464999567361,0.13144933806351128,0.06276369299991347,0.004821320411871593,0.0024746906636670418,0.007579821753050099,0.014301289261919183,0.00039456606385740244,0.00050532145020334,0.365271264168902,0.025293761356753482,0.09042485073981137
landscape (10057).jpg,0.3510888086150491,0.6489111913849509,0.2728470896946565,0.5304977167393675,0.19665519356597602,0.013984971374045802,0.07221322928026172,0.030270242639040348,0.07056808887677209,0.08482483642311886,0.07233250408942203,0.0810949427480916,0.006711763904034896,0.004159282988004362,0.015625851962922575,0.2448856665757906,0.007896844329334787,0.006894935932388223,0.10034334105779716,0.08136416303162486,0.10682933478735006
landscape (10058).jpg,0.6798526392076337,0.3201473607923662,0.3016655830054509,0.43748859585775857,0.2608458211367906,0.010735955879140507,0.08291678766836369,0.04099837322320252,0.26216677417613904,0.18740186012803478,0.09391102327601494,0.05894945684158586,0.0005371190374004466,0.00038806207965295426,0.0015316887382328527,0.0028937609383392483,0.000253139833416,0.0017218648567382739,0.1289509731106388,0.02553885375199492,0.10110430646110513
landscape (10059).jpg,0.4707798449612403,0.5292201550387597,0.6690744186046511,0.25287441860465115,0.07805116279069768,0.01152093023255814,0.12334418604651162,0.009062015503875968,0.18986976744186046,0.08629767441860466,0.03741240310077519,0.045356589147286824,0.0214031007751938,0.08697209302325581,0.05962945736434108,0.10290697674418604,0.010083720930232559,0.013272868217054264,0.05009767441860465,0.08948372093023256,0.06328682170542636
